Numéro notice,Titre,Mentions de responsabilité,Titre propre de la collection,Éditeur,Date,DateDébut,DateFin,Date d'autorisation,Édition,Format,ISBN/ISSN,Notes,Langue,Lieu,Cycle,Niveau,Discipline
00001039,Le Français à l'école active : 6e année : 11e projet de travail,"LONGPRÉ, Henri|CARRIÈRE, Jean|DESMARCHAIS, Guy|LEFEBVRE, Gilles-R.",Le Français à l'école active ; 11,Éditions école active,1967,1967-01-01,1967-12-31,,1re éd.,"23 cm: 32 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,6e année,
00001040,Le Français à l'école active : 6e année : 12e projet de travail,"LONGPRÉ, Henri|CARRIÈRE, Jean|DESMARCHAIS, Guy|LEFEBVRE, Gilles-R.",Le Français à l'école active ; 12,Éditions école active,1967,1967-01-01,1967-12-31,,1re éd.,"23 cm: 32 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,6e année,
00001041,"Bravo, je lis ! : cahier 2","MAURICE, Denise",,Centre franco-ontarien de ressources pédagogiques,[1978?],1978-01-01,1978-12-31,,,"28 cm: 130 p., ill.",,Vocabulaire au début de l'ouvrage,Français,"Ottawa, ON",Primaire,1ère année,
00001042,"Bravo, je lis ! : cahier 6","MAURICE, Denise",,Centre franco-ontarien de ressources pédagogiques,[1978?],1978-01-01,1978-12-31,,,"27 cm: 128 p., ill.",,Comprend un vocabulaire au début de l'ouvrage,Français,"Ottawa, ON",Primaire,1ère année,
00001043,La Vie canadienne : exercices : avec une initiation à la littérature,"MICHAUD, Marguerite",Feuille d'érable ; 7,Ed. Nelson Canada,[1962?],1962-01-01,1962-12-31,,,"28 cm: 128 p., ill.",,Comprend une bibliogr. à la fin de l'ouvrage,Français,"Toronto, ON",,,
00001044,Phraséologie et analyse de la phrase 5,"PELLETIER, Georges|GAUTHIER, Réal|FOREST, Dominique",Place au français ; 5,Lidec inc.,[1979?],1979-01-01,1979-12-31,,,27 cm: 73 p.,ISBN 2-7608-3030-6,,Français,"Montréal, QC",,,
00001045,Le Préapprentissage de la lecture : fiches de préapprentissage et jeux de lecture,"ROBERGE, Suzelle|POULIOT, Germaine|POULIOT, Monique|RODRIGUE, Claudette",,Éditions Projets inc.,[1971?],1971-01-01,1971-12-31,,,"28 cm: 63 p., ill.",,Sur la couv. : notes méthodologiques 1. -- Comprend un vocabulaire et une bibliogr. à la fin de l'ouvrage. -- ISBN 0-7769-4170-4,Français,"Montréal, QC",Primaire,"1ère année, 1er semestre",
00001046,Le Sablier français 1,"CÔTÉ-PRÉFONTAINE, Gisèle|SAMSON-DE-CELLES, Anne-Marie",,Le Sablier inc.,1974,1974-01-01,1974-12-31,,,"26 cm: 80 p., ill. en coul.",,,Français,"Boucherville, QC",,,
00001047,Le Sablier français 1 : cahier 1,"CÔTÉ-PRÉFONTAINE, Gisèle|SAMSON-DE-CELLES, Anne-Marie",,Le Sablier inc.,1974,1974-01-01,1974-12-31,,,"27 cm: 71 p., ill.",,,Français,"Boucherville, QC",,,
00001048,Près de la fontaire : exercices,"SAINT-JEAN, Albert",Feuille d'érable ; 6,Thomas Nelson & Sons Canada Ltd.,[1962?],1962-01-01,1962-12-31,,,"28 cm: 111 p., ill.",,,Français,"Toronto, ON",,,
00001049,Textes pour la lecture et l'explication : secondaire I,"BLAIS, Jacques|LANGLOIS, P.|MAREUIL, A.|CARDERA, M. ",Français,H.M.H.,1967,1967-01-01,1967-12-31,,,"22 cm: 352 p., ill.",,,Français,"Montréal, QC",Secondaire,Secondaire 1,
00001050,Guide de bon usage grammatical et orthographique,"BEAUREGARD, Jacques|TRUCOTTE, Léandre",Balises,Beauchemin,[1971?],1971-01-01,1971-12-31,,,14 x 22 cm: env. 220 p.,,Sur la couv. : documents pour l'enseignement du français au secondaire (premier cycle) 1.01 à 1.13. -- ISBN 0-7750-0354-9,Français,"Ottawa, ON",Secondaire,Secondaire 1,
00001051,Club de lecture des jeunes,,,Club de lecture des jeunes,1962,1962-01-01,1962-12-31,,,"19 cm: 511 p., ill. en coul.",,,Français,"Paris, FR",,,
00001052,Club de lecture des jeunes,,,Club de lecture des jeunes,1962,1962-01-01,1962-12-31,,,"19 cm: 508 p., ill. en coul.",,,Français,"Paris, FR",,,
00001053,Club de lecture des jeunes,,,Club de lecture des jeunes,1963,1963-01-01,1963-12-31,,,"19 cm: 510 p., ill. (certaines en coul.)",,,Français,"Paris, FR",,,
00001054,Club de lecture des jeunes,,,Club de lecture des jeunes,1963,1963-01-01,1963-12-31,,,"19 cm: 510 p., ill. (certaines en coul.)",,,Français,"Paris, FR",,,
00001055,Club de lecture des jeunes,,,Club de lecture des jeunes,1963,1963-01-01,1963-12-31,,,"19 cm: 511 p., ill. (certaines en coul.)",,,Français,"Paris, FR",,,
00001056,Club de lecture des jeunes,,,Club de lecture des jeunes,1963,1963-01-01,1963-12-31,,,"19 cm: 511 p., ill. (certaines en coul.)",,,Français,"Paris, FR",,,
00001057,Cours pratique d'ortographe : secondaire I et secondaire II,"DUPREZ, Daniel|PELCHAT, Roland|LEGRIS, Michel",Langage et communication,Éditions France Québec,[1975?],1975-01-01,1975-12-31,,,22 cm: 96 p.,,Comprend un index à la fin de l'ouvrage,Français,"Montréal, QC",Secondaire,Secondaire 1 et 2,
00001058,A l'école de la joie : méthode dynamique de français : 2eme année,,Méthode dynamique de français,Éducation nouvelle,[19--?],1899-12-31,1999-12-31,,,"25 cm: 126 p., ill. en coul.",,Comprend un vocabulaire à la fin de l'ouvrage,Français,,Primaire,2e année,
00001059,Jouons ensemble : mon deuxième livre de lecture,"FOREST, Marguerite|OUIMET, Madeleine|FAUCHER, Jean-Charles",,Granger frères limitée,1972,1972-01-01,1972-12-31,,Rénovée,"25 cm: 128 p., ill. en coul.",,,Français,"Montréal, QC",,,
00001060,Textes pour la lecture et l'explication : 3e,"LANGLOIS, P.|MAREUIL, A.|ROUSSELON, C.|SERBAT, G.",Français,Hatier,[1967?],1967-01-01,1967-12-31,,,"22 cm: 444 p., ill.",,,Français,"Paris, FR",Système français,3e année (France),
00001061,Textes pour la lecture et l'explication : 4e,"LANGLOIS, P.|MAREUIL, A.|ROUSSELON, C.|SERBAT, G.",Français,Hatier,[1966?],1966-01-01,1966-12-31,,,"22 cm: 383 p., ill.",,,Français,"Paris, FR",Système français,4e année (France),
00001062,Textes pour la lecture et l'explication : 5e,"LANGLOIS, P.|MAREUIL, A.|CARDERA, M. ",Français,Hatier,[1965?],1965-01-01,1965-12-31,,,"22 cm: 351 p., ill.",,,Français,"Paris, FR",Système français,5e année (France),
00001063,La Nouvelle Grammaire de base pour le secondaire,"MAREFUL, André|DUBOIS, Jean|LAGANE, René",,Éd. française inc.,1976,1976-01-01,1976-12-31,,"2e éd., revue et corrigée","25 cm: 160 p., ill.",,Comprend un index à la fin de l'ouvrage,Français,Canada,Secondaire,Secondaire,
00001064,Mon cahier d'écriture et de français : no 2,,,Congrégation de Notre-Dame,1957,1957-01-01,1957-12-31,1957-12-11,,"23 cm: 80 p., ill.",,Sur la couv. : complément de Mon troisième livre de français par la lecture,Français,"Montréal, QC",Primaire,3e année,
00001065,Mon cahier d'écriture et de lecture : no 1,,,Congrégation de Notre-Dame,1954,1954-01-01,1954-12-31,1954-12-15,,"23 cm: 32 p., ill.",,Sur la couv. : complément de Mon premier livre de français par la lecture,Français,"Montréal, QC",,,
00001066,Mon cahier d'écriture et de lecture : no 1,,,Congrégation de Notre-Dame,1955,1955-01-01,1955-12-31,1956-02-15,,"23 cm: 48 p., ill.",,Sur la couv. : complément de Mon deuxième livre de français par la lecture,Français,"Montréal, QC",,,
00001067,Mon cahier d'écriture et de lecture : no 2,,,Congrégation de Notre-Dame,1954,1954-01-01,1954-12-31,1954-12-15,,"24 cm: 32 p., ill.",,Sur la couv. : complément de Mon premier livre de français par la lecture,Français,"Montréal, QC",,,
00001068,Mon cahier d'écriture et de lecture : no 2,,,Congrégation de Notre-Dame,1955,1955-01-01,1955-12-31,1956-02-15,,"24 cm: 48 p., ill.",,Sur la couv. : complément de Mon deuxième livre de français par la lecture,Français,"Montréal, QC",,,
00001069,Mon livre de lecture : deuxième année,,,Congrégation de Notre-Dame,1941,1941-01-01,1941-12-31,,,"21 cm: 94 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,2e année,
00001070,La Composition française : à l'usage des élèves des premières et deuxièmes années des classes d'enseignement secondaire,"PROULX, Ovide",,Thomas Nelson & Sons Canada Ltd.,[1969?],1969-01-01,1969-12-31,,,"20 cm: 316 p., quelques ill. en coul.",,Comprend des index à la fin de l'ouvrage,Français,"Toronto, ON",Secondaire,Secondaire 1 et 2,
00001071,Méthode accélérée de prononciation française,"DE VIENNE, Lucie",,Beauchemin,1965,1965-01-01,1965-12-31,,,"20 x 22 cm: 109 p., quelques ill.",,Comprend une bibliogr. à la fin de l'ouvrage,Français,"Montréal, QC",,,
00001072,Thèmes et manifestes du XIXe siècle,"AZIZA, Claude|BENREKASSA, Geneviève|QUINTIN, Yvan|ROCHE, François",Littérature et sociétés ; 1,Bordas,[1976?],1976-01-01,1976-12-31,,,"30 cm: 95 p., ill.",,"Comprend une bibliogr., un glossaire et des index à la fin de l'ouvrage. -- ISBN 2-04-007385-X",Français,"Paris, FR",,,Histoire|Littérature
00001073,Textes et documents,"AZIZA, Claude",Littérature et sociétés ; 2,Bordas,[1978?],1978-01-01,1978-12-31,,,"30 cm: 191 p., ill.",,Sur la couv. : XIXe siècle. -- ISSN 0395-7977. -- ISBN 2-04-007554-2,Français,"Paris, FR",,,Histoire|Littérature
00001074,Mon livre de français : série A - quatrième année,"BERNIER, J.",,Frères du Sacré-Coeur,1949,1949-01-01,1949-12-31,1948-12-15,,"22 cm: 297 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,4e année,
00001075,Mon livre de français : série A - quatrième année,,,Frères du Sacré-Coeur,1962,1962-01-01,1962-12-31,1962-05-23,,"22 cm: 285 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,4e année,
00001076,Mon livre de français : série A - quatrième année : livre du maître,,,Frères du Sacré-Coeur,1949,1949-01-01,1949-12-31,1948-12-15,,"22 cm: 384 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,4e année,
00001077,Mon livre de français : série A - quatrième année : le livre du maître,,,Frères du Sacré-Coeur,1962,1962-01-01,1962-12-31,1962-05-23,Éd. remise à jour,"22 cm: 341 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,4e année,
00001078,Mon livre de français : série A - cinquième année : le livre du maître,"BERNIER, J.",,Frères du Sacré-Coeur,1949,1949-01-01,1949-12-31,1948-12-15,,"22 cm: 304 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,5e année,
00001079,Mon livre de français : série A - cinquième année : livre du maître,,,Frères du Sacré-Coeur,1949,1949-01-01,1949-12-31,1948-12-15,,"22 cm: 416 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,5e année,
00001080,Mon livre de français : série A - cinquième année,"LEFEBVRE, Gilles-R.|DESMARCHAIS, Guy",,Frères du Sacré-Coeur,1963,1963-01-01,1963-12-31,1963-03-27,Nouv. éd.,"22 cm: 352 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,5e année,
00001081,Mon livre de français : série A - sixième année,"BERNIER, J.",,Frères du Sacré-Coeur,1950,1950-01-01,1950-12-31,1950-11-02,,"21 cm: 345 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,6e année,
00001082,Mon livre de français : sixième année,"LEFEBVRE, Gilles-R.|DESMARCHAIS, Guy",,Frères du Sacré-Coeur,1963,1963-01-01,1963-12-31,1963-06-12,Nouv.,"24 cm: 400 p., ill. en coul.",,Comprend un lexique et un index à la fin de l'ouvrage,Français,"Montréal, QC",Primaire,6e année,
00001083,"Le Français, cours secondaire : tome III","BARRAL, Marcel",Lagarde et Michard,Centre éducatif et culturel inc.,1968,1968-01-01,1968-12-31,,,"22 cm: 509 p., ill.",,"Adap. canadienne de : Français, classe de 4e. -- Sur la couv. : initiation littéraire. -- Comprend des index à la fin de l'ouvrage",Français,"Montréal, QC",Secondaire,Secondaire,
00001084,"Le Français, cours secondaire : tome IV","BARRAL, Marcel",Lagarde et Michard,Centre éducatif et culturel inc.,[1968?],1968-01-01,1968-12-31,,,"22 cm: 575 p., ill.",,Sur la couv. : initiation littéraire. -- Comprend des index à la fin de l'ouvrage,Français,"Montréal, QC",Secondaire,Secondaire,
00001085,"Le Français, cours secondaire : tome I","FOURNIER, Jean|DULONG, Jeanne-Marie|BASTIDE, Maurice",Lagarde et Michard,Centre éducatif et culturel inc.,[1968?],1968-01-01,1968-12-31,,,"22 cm: 460 p., ill.",,"Adap. canadienne de : Français, classe de 6e. -- Sur la couv. : initiation littéraire. -- Comprend des index à la fin de l'ouvrage",Français,"Montréal, QC",Secondaire,Secondaire,
00001086,"Le Français, cours secondaire : tome II","FOURNIER, Jean|DULONG, Jeanne-Marie|BASTIDE, Maurice",Lagarde et Michard,Centre éducatif et culturel inc.,1968,1968-01-01,1968-12-31,,,"22 cm: 480 p., ill.",,"Adap. canadienne de : Français, classe de 5e. -- Sur la couv. : initiation littéraire. -- Comprend des index à la fin de l'ouvrage",Français,"Montréal, QC",Secondaire,Secondaire,
00001087,Mon livre de français : sixième année,"DESMARCHAIS, Guy",,Éditions école active,[1964?],1964-01-01,1964-12-31,1970-03-01,Nouv. éd.,"24 cm: 400 p., ill. en coul.",,Comprend un lexique et un index à la fin de l'ouvrage,Français,"Montréal, QC",Primaire,6e année,
00001088,"Mon livre de français : série A, sixième année : guide du maître","LEFEBVRE, Gilles-R.",,Frères du Sacré-Coeur,1963,1963-01-01,1963-12-31,1963-12-18,Nouv. éd.,23 cm: env. 400 p.,,,Français,"Montréal, QC",Primaire,6e année,
00001089,Mon livre de français : série B - sixième et septième année (pour classes à divisions multiples),"BERNIER, J.",,Frères du Sacré-Coeur,1951,1951-01-01,1951-12-31,1951-05-09,,"23 cm: 400 p., ill. en coul.",,,Français,"Montréal, QC",Primaire|Intermédiaire,6e et 7e année,
00001090,Mon livre de français : série A - septième année,"BERNIER, J.",,Frères du Sacré-Coeur,1950,1950-01-01,1950-12-31,1951-05-10,,"21 cm: 375 p., ill. en coul.",,,Français,"Montréal, QC",Intermédiaire,7e année,
00001091,Mon livre de français : septième année,"LONGPRÉ, Henri|DESMARCHAIS, Guy",,Éditions école active,1964,1964-01-01,1964-12-31,1970-03-01,Nouv.,"24 cm: 477 p., ill. en coul.",,Comprend des index à la fin de l'ouvrage,Français,"Montréal, QC",Intermédiaire,7e année,
00001092,"Mon livre de français : série A, septième année","LEFEBVRE, Gilles-R.|DESMARCHAIS, Guy",,Frères du Sacré-Coeur,1964,1964-01-01,1964-12-31,,Nouv. éd.,"24 cm: 477 p., ill. en coul.",,Comprend un index à la fin de l'ouvrage,Français,"Montréal, QC",Intermédiaire,7e année,
00001093,"Mon livre de français : série A, septième année : guide du maître",,,Frères du Sacré-Coeur,1964,1964-01-01,1964-12-31,,Nouv. éd.,22 cm: 226 p.,,,Français,"Montréal, QC",Intermédiaire,7e année,
00001094,Le Chalet du bonheur : livre de lectures suivies,"BONZON, Paul-Jacques|DUPUY, Daniel",,Delagrave,[1962?],1962-01-01,1962-12-31,,,"22 cm: 255 p., ill. en coul.",,,Français,France,Système français,"Primaire, moyen 1re année [France]",
00001095,"Le Jardin de paradis : lectures suivies, premier livre de lecture courante","BONZON, Paul-Jacques|DUPUY, Daniel",,Delagrave,1967,1967-01-01,1967-12-31,,,"22 cm: 135 p., ill. en coul.",,,Français,France,Système français,Cours préparatoire (France); Primaire (France); 1re année (France),
00001096,"La Maison aux mille bonheurs : livre de lectures suivies, cours primaire","BONZON, Paul-Jacques|DUPUY, Daniel",,Delagrave,[1964?],1964-01-01,1964-12-31,,,"22 cm: 222 p., ill. en coul.",,,Français,France,Système français,Primaire (France),
00001097,"Le Relais des cigales : livre de lecture suivies, cours moyen","BONZON, Paul-Jacques|DUPUY, Daniel",,Delagrave,1967,1967-01-01,1967-12-31,,,"22 cm: 249 p., ill. en coul.",,,Français,France,Système français,Moyen [France],
00001098,"La Roulotte du bonheur : livre de lecture suivies, cours moyen","BONZON, Paul-Jacques|DUPUY, Daniel",,Delagrave,1965,1965-01-01,1965-12-31,,,"22 cm: 252 p., ill. en coul.",,,Français,France,Système français,Cours moyen,
00001099,L'Analyse de texte IV,"DASSONVILLE, Michel",Études françaises dans l'enseignement secondaire,Les Presses de l'Université Laval,1957,1957-01-01,1957-12-31,,,"21 cm: xxviii, 198 p.",,,Français,Québec,Secondaire,Secondaire,
00001100,Départs : livre unique de français,"EYRAUD, J.|GOISARD, L.|COMBELLES, H.",,Hatier,[1965?],1965-01-01,1965-12-31,,,"22 cm: 255 p., ill. en coul.",,Sur la couv. : CE.1,Français,"Paris, FR",Système français,"1ère année, primaire (France)",
00001101,Départs : livre de lecture et de français,"EYRAUD, J.|GOISARD, L.|COMBELLES, H.|HOLLENSTEIN, Françoise",,Hatier,[1965?],1965-01-01,1965-12-31,,,"22 cm: 287 p., ill. en coul.",,Sur la couv. : CE.2,Français,"Paris, FR",Système français,"2e année, primaire (France)",
00001102,Grammaire des ensembles et orthographe de base,"GAITSKELL, C. D.GALICHET, G.|MONDOUAUD, Gaston|GAGNÉ, Lucien|SOULIÈRES, Alain|PRIMEAU, Réal",Des grammaires expliquées Galichet,Hurtubise HMH ltée.,[1970?],1970-01-01,1970-12-31,,,"24 cm: 207 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,6e année,
00001103,Grammaire française expliquée et enseignement méthodique de l'orthographe,"GAITSKELL, C. D.GALICHET, G.|MONDOUAUD, Gaston|JACQUEMENT, G.",Des grammaires expliquées Galichet,Hatier-Lavauzelle,[1977?],1977-01-01,1977-12-31,,,"24 cm: vi, 247 p., ill. en coul.",,"Sur la couv. : par des méthodes actives. -- Sur la p. de t. : cours moyen, 2e année, préparation à l'entrée en 6e, classes de transition. --ISBN 2-218-001176-X",Français,"Paris, FR",Système français,"2e année, cours moyen (France)",
00001104,Grammaire française expliquée : tome 2,"GAITSKELL, C. D.GALICHET, G.|GALICHET, R.|GAUTHIER, Robert|GAUTHIER, Gilles",,Hurtubise HMH ltée.,[1968?],1968-01-01,1968-12-31,,,22 cm: 251 p.,,Comprend un index à la fin de l'ouvrage,Français,"Montréal, QC",,,
00001105,Les Couleurs de la vie : livre de lecture,"GAUTHIER, Gilles|DARDOISE, Marcel|DARDOISE, Jean|GAITSKELL, C. D.GALICHET, G.|FONTAINE, Michel",,H.M.H.,[1968?],1968-01-01,1968-12-31,,,"22 cm: 191 p., ill. en coul.",,,Français,"Montréal, QC",Primaire,3e année,
00001106,Les Couleurs de la vie : livre de lecture,"GAUTHIER, Gilles|DARDOISE, Marcel|DARDOISE, Jean|GAITSKELL, C. D.GALICHET, G.|VIELLARD, Martine|FONTAINE, Michel",,H.M.H.,[1968?],1968-01-01,1968-12-31,,,"22 cm: 191 p., ill. (certaines en coul.)",,,Français,"Montréal, QC",Primaire,4e année,
00001107,Fiches de français 7 : 1re partie,"GIROUX, Émile",Langue française,Éditions FM,[19--?],1899-12-31,1999-12-31,,,25 cm: 91 p.,,,Français,"Laval, QC",Primaire,Primaire,
00001108,Fiches de français 6 : 2e partie,"GIROUX, Émile",Langue française,Éditions FM,[19--?],1899-12-31,1999-12-31,,,25 cm: 96 p.,,,Français,"Laval, QC",Primaire,Primaire,
00001109,Encore de belles histoires : manuel de lecture à l'usage des élèves de 5e année,"GOSSELIN, Maurice",Je me souviens,Centre de psychologie et de pédagogie,[1960?],1960-01-01,1960-12-31,1960-05-18,,"21 cm: 184 p., ill. en coul.",,Comprend un lexique à la fin de l'ouvrage,Français,"Montréal, QC",Primaire,5e année,
00001110,Histoires que j'aime : manuel de lecture à l'usage des élèves de 6e année,"GOSSELIN, Maurice",Je me souviens,Centre de psychologie et de pédagogie,[1960?],1960-01-01,1960-12-31,1960-05-18,,"21 cm: 217 p., ill. en coul.",,Comprend un lexique à la fin de l'ouvrage,Français,"Montréal, QC",Primaire,6e année,
